Ticker	Name	CUSIP	Fama Industry	Currency	Sector	Industry	Last Updated	Prior Tickers	Ticker Change Date	Related Tickers	Exchange	SIC	Perma Ticker	Location	Delisted From	Is Foreign
CSGS	CSG SYSTEMS INTERNATIONAL INC	126349109	Business Services	USD	Technology	Business Software & Services	2016-11-04	None	None	None	NASDAQ	7374	197128	COLORADO, U.S.A	None	N
CSII	Cardiovascular Systems Inc	141619106	Medical Equipment	USD	Industrial Goods	Diversified Machinery	2016-11-06	None	None	None	NASDAQ	3841	195523	MINNESOTA, U.S.A	None	N
CSL	CARLISLE COMPANIES INC	142339100	Rubber and Plastic Products	USD	Industrial Goods	Rubber & Plastics	2016-10-28	None	None	None	NYSE	3060	198498	ARIZONA, U.S.A	None	N
CSPI	CSP INC	126389105	Computers	USD	Technology	Information Technology Services	2016-08-20	None	None	None	NASDAQ	7373	198985	MASSACHUSETTS, U.S.A	None	N
CST	CST BRANDS, INC.	12646R105	Retail	USD	Services	Specialty Retail, Other	2016-11-09	None	None	None	NYSE	5500	191672	TEXAS, U.S.A	None	N
CSX	CSX CORP	126408103	Shipping Containers	USD	Services	Railroads	2016-10-13	None	None	None	NYSE	4011	199144	FLORIDA, U.S.A	None	N
CTAS	CINTAS CORP	172908105	Consumer Goods	USD	Services	Business Services	2016-10-12	None	None	None	NASDAQ	2320	198806	OHIO, U.S.A	None	N
CTB	COOPER TIRE & RUBBER CO	216831107	Automobiles and Trucks	USD	Industrial Goods	Rubber & Plastics	2016-11-01	None	None	None	NYSE	3011	199813	OHIO, U.S.A	None	N
CTBI	COMMUNITY TRUST BANCORP INC	204149108	Banking	USD	Financial	Regional - Southeast Banks	2016-11-09	None	None	None	NASDAQ	6022	199042	KENTUCKY, U.S.A	None	N
CTCT	Constant Contact, Inc.	210313102	Business Services	USD	Services	Marketing Services	2016-09-01	None	None	None	DELISTED	7331	193926	MASSACHUSETTS, U.S.A	NASDAQ	N
CTIC	CTI BIOPHARMA CORP	150934883,12648L106,150934602	Pharmaceutical Products	USD	Healthcare	Biotechnology	2016-11-09	None	None	None	NASDAQ	2834	197732	WASHINGTON, U.S.A	None	N
CTL	CENTURYLINK, INC	156700106	Communication	USD	Technology	Telecom Services - Domestic	2016-11-05	None	None	None	NYSE	4813	199860	LOUISIANA, U.S.A	None	N
CTLT	Catalent, Inc.	148806102	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-08	None	None	None	NYSE	2834	187658	NEW JERSEY, U.S.A	None	N
CTO	CONSOLIDATED TOMOKA LAND CO	210226106	Real Estate	USD	Financial	Real Estate Development	2016-10-29	None	None	None	NYSEMKT	6500	199816	FLORIDA, U.S.A	None	N
CTRE	CareTrust REIT, Inc.	14174T107	Trading	USD	Financial	REIT - Diversified	2016-11-03	None	None	None	NASDAQ	6798	191295	CALIFORNIA, U.S.A	None	N
CTRN	Citi Trends Inc	17306X102	Retail	USD	Services	Apparel Stores	2016-08-30	None	None	None	NASDAQ	5600	194899	GEORGIA, U.S.A	None	N
CTRV	ContraVir Pharmaceuticals, Inc.	21234W103	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-15	None	None	None	NASDAQ	2834	191356	NEW JERSEY, U.S.A	None	N
CTSH	COGNIZANT TECHNOLOGY SOLUTIONS CORP	192446102	Business Services	USD	Technology	Business Software & Services	2016-11-08	None	None	None	NASDAQ	7371	196624	NEW JERSEY, U.S.A	None	N
CTXS	CITRIX SYSTEMS INC	177376100	Business Services	USD	Technology	Business Software & Services	2016-11-05	None	None	None	NASDAQ	7372	197912	FLORIDA, U.S.A	None	N
CUB	CUBIC CORP	229669106	Measuring and Control Equipment	USD	Technology	Scientific & Technical Instruments	2016-08-04	None	None	None	NYSE	3829	199800	CALIFORNIA, U.S.A	None	N
CUBI	Customers Bancorp, Inc.	23204G100	Banking	USD	Financial	Regional - Northeast Banks	2016-11-08	None	None	None	NASDAQ	6022	192947	PENNSYLVANIA, U.S.A	None	N
CUDA	BARRACUDA NETWORKS INC	068323104	Computers	USD	Technology	Application Software	2016-10-12	None	None	None	NYSE	3577	189630	CALIFORNIA, U.S.A	None	N
CUI	CUI Global, Inc.	126576107,126576206	Wholesale	USD	Technology	Internet Software & Services	2016-11-10	None	None	None	NASDAQ	5065	196074	OREGON, U.S.A	None	N
CUTR	CUTERA INC	232109108	Medical Equipment	USD	Healthcare	Medical Appliances & Equipment	2016-11-08	None	None	None	NASDAQ	3845	195699	CALIFORNIA, U.S.A	None	N
CVA	COVANTA HOLDING CORP	22282E102	Almost Nothing	USD	Industrial Goods	Waste Management	2016-10-27	None	None	C3K	NYSE	4991	199162	NEW JERSEY, U.S.A	None	N
CVBF	CVB FINANCIAL CORP	126600105	Banking	USD	Financial	Regional - Pacific Banks	2016-11-10	None	None	None	NASDAQ	6022	199006	CALIFORNIA, U.S.A	None	N
CVC	CABLEVISION SYSTEMS CORP	12686C109	Communication	USD	Services	CATV Systems	2016-09-13	None	None	None	DELISTED	4841	196674	NEW YORK, U.S.A	NYSE	N
CVG	CONVERGYS CORP	212485106	Computers	USD	Services	Business Services	2016-11-09	None	None	None	NYSE	7373	196578	OHIO, U.S.A	None	N
CVGI	Commercial Vehicle Group, Inc.	202608105	Automobiles and Trucks	USD	Services	Auto Parts Wholesale	2016-11-05	None	None	None	NASDAQ	3714	195115	OHIO, U.S.A	None	N
CVI	CVR ENERGY INC	12662P108	Coal	USD	Basic Materials	Oil & Gas Refining & Marketing	2016-11-01	None	None	None	NYSE	2911	194305	TEXAS, U.S.A	None	N
CVLT	COMMVAULT SYSTEMS INC	204166102	Business Services	USD	Technology	Application Software	2016-10-28	None	None	None	NASDAQ	7372	195628	NEW JERSEY, U.S.A	None	N
CVO	CENVEO, INC	15670S105	Business Supplies	USD	Services	Business Services	2016-11-04	None	None	None	NYSE	2670	197468	CONNECTICUT, U.S.A	None	N
CVRS	Corindus Vascular Robotics, Inc.	218730109	Medical Equipment	USD	Services	Business Services	2016-11-10	None	None	YIDI	NYSEMKT	3841	192213	MASSACHUSETTS, U.S.A	None	N
CVS	CVS HEALTH Corp	126650100	Retail	USD	Services	Drug Stores	2016-11-09	None	None	None	NYSE	5912	199546	RHODE ISLAND, U.S.A	None	N
CVV	CVD EQUIPMENT CORP	126601103	Machinery	USD	Industrial Goods	Pollution & Treatment Controls	2016-11-15	None	None	None	NASDAQ	3559	198596	NEW YORK, U.S.A	None	N
CVX	CHEVRON CORP	166764100	Coal	USD	Basic Materials	Major Integrated Oil & Gas	2016-11-04	None	None	None	NYSE	2911	199327	CALIFORNIA, U.S.A	None	N
CWT	CALIFORNIA WATER SERVICE GROUP	130788102	Utilities	USD	Utilities	Water Utilities	2016-10-29	None	None	None	NYSE	4941	196887	CALIFORNIA, U.S.A	None	N
CXDC	China XD Plastics Co Ltd	16948F107	Rubber and Plastic Products	USD	Consumer Goods	Packaging & Containers	2016-11-10	None	None	None	NASDAQ	3086	194572	NEW YORK, U.S.A	None	N
CXO	CONCHO RESOURCES INC	20605P101	Coal	USD	Basic Materials	Oil & Gas Drilling & Exploration	2016-11-10	None	None	KIJ	NYSE	1311	194516	TEXAS, U.S.A	None	N
CXP	COLUMBIA PROPERTY TRUST, INC.	198287203	Trading	USD	Financial	REIT - Diversified	2016-10-28	None	None	None	NYSE	6798	195373	GEORGIA, U.S.A	None	N
CXW	CORRECTIONS CORP OF AMERICA	22025Y407	Trading	USD	Financial	REIT - Diversified	2016-11-04	None	None	None	NYSE	6798	196487	TENNESSEE, U.S.A	None	N
CY	CYPRESS SEMICONDUCTOR CORP	232806109	Electronic Equipment	USD	Technology	Semiconductor - Broad Line	2016-11-15	None	None	None	NASDAQ	3674	198482	CALIFORNIA, U.S.A	None	N
CYBE	CYBEROPTICS CORP	232517102	Measuring and Control Equipment	USD	Technology	Semiconductor Equipment & Materials	2016-11-09	None	None	None	NASDAQ	3827	198588	MINNESOTA, U.S.A	None	N
CYCC	Cyclacel Pharmaceuticals, Inc.	23254L306,23254L405	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-15	None	None	CYCCP	NASDAQ	2834	195909	NEW JERSEY, U.S.A	None	N
CYH	COMMUNITY HEALTH SYSTEMS INC	203668108	Healthcare	USD	Healthcare	Hospitals	2016-11-04	None	None	CYHHZ	NYSE	8062	196085	TENNESSEE, U.S.A	None	N
CYTK	CYTOKINETICS INC	23282W100,23282W605	Pharmaceutical Products	USD	Healthcare	Biotechnology	2016-11-05	None	None	None	NASDAQ	2834	196579	CALIFORNIA, U.S.A	None	N
CYTX	CYTORI THERAPEUTICS, INC.	23283K105,23283K204	Medical Equipment	USD	Healthcare	Biotechnology	2016-11-10	None	None	None	NASDAQ	3841	196226	CALIFORNIA, U.S.A	None	N
CZNC	CITIZENS & NORTHERN CORP	172922106	Banking	USD	Financial	Asset Management	2016-11-05	None	None	None	NASDAQ	6022	198367	PENNSYLVANIA, U.S.A	None	N
D	DOMINION RESOURCES INC	25746U109	Utilities	USD	Utilities	Electric Utilities	2016-11-10	None	None	None	NYSE	4911	198869	VIRGINIA, U.S.A	None	N
DAIO	DATA I/O CORP	237690102	Measuring and Control Equipment	USD	Technology	Communication Equipment	2016-11-15	None	None	None	NASDAQ	3825	199027	WASHINGTON, U.S.A	None	N
DAL	DELTA AIR LINES INC	247361702	Shipping Containers	USD	Services	Major Airlines	2016-10-14	None	None	None	NYSE	4512	199791	GEORGIA, U.S.A	None	N
DAN	DANA INC	235825205	Automobiles and Trucks	USD	Industrial Goods	Auto Parts	2016-10-21	None	None	None	NYSE	3714	199797	OHIO, U.S.A	None	N
DATA	Tableau Software Inc	87336U105	Business Services	USD	Technology	Application Software	2016-11-06	None	None	None	NYSE	7372	195014	WASHINGTON, U.S.A	None	N
DAVE	FAMOUS DAVES OF AMERICA INC	307068106	Restaraunts, Hotels, Motels	USD	Services	Specialty Eateries	2016-11-17	None	None	None	NASDAQ	5812	197003	MINNESOTA, U.S.A	None	N
DBD	DIEBOLD INC	253651103	Computers	USD	Technology	Diversified Computer Systems	2016-11-15	None	None	None	NYSE	3578	199786	OHIO, U.S.A	None	N
DCI	DONALDSON CO INC	257651109	Machinery	USD	Industrial Goods	Pollution & Treatment Controls	2016-09-24	None	None	None	NYSE	3564	199780	MINNESOTA, U.S.A	None	N
DCO	DUCOMMUN INC	264147109	Aircraft	USD	Industrial Goods	Aerospace/Defense Products & Services	2016-11-04	None	None	None	NYSE	3728	199772	CALIFORNIA, U.S.A	None	N
DD	DUPONT E I DE NEMOURS & CO	263534109	Chemicals	USD	Basic Materials	Agricultural Chemicals	2016-10-26	None	None	None	NYSE	2820	199769	DELAWARE, U.S.A	None	N
DDD	3D SYSTEMS CORP	88554D205	Business Services	USD	Technology	Computer Peripherals	2016-11-05	None	None	None	NYSE	7372	197580	SOUTH CAROLINA, U.S.A	None	N
DDR	DDR CORP	23317H102	Trading	USD	Financial	REIT - Retail	2016-11-05	None	None	None	NYSE	6798	197706	OHIO, U.S.A	None	N
DDS	DILLARDS INC	254067101	Retail	USD	Services	Department Stores	2016-09-02	None	None	None	NYSE	5311	199785	ARKANSAS, U.S.A	None	N
DE	DEERE & CO	244199105	Machinery	USD	Industrial Goods	Farm & Construction Machinery	2016-09-02	None	None	None	NYSE	3523	199109	ILLINOIS, U.S.A	None	N
DECK	DECKERS OUTDOOR CORP	243537107	Consumer Goods	USD	Consumer Goods	Textile - Apparel Footwear & Accessories	2016-11-10	None	None	None	NASDAQ	3021	197584	CALIFORNIA, U.S.A	None	N
DEI	Douglas Emmett Inc	25960P109	Trading	USD	Financial	REIT - Diversified	2016-11-05	None	None	None	NYSE	6798	194461	CALIFORNIA, U.S.A	None	N
DEL	DELTIC TIMBER CORP	247850100	Construction Materials	USD	Industrial Goods	Lumber, Wood Production	2016-11-08	None	None	None	NYSE	2421	196992	ARKANSAS, U.S.A	None	N
DENN	DENNYS CORP	24869P104	Restaraunts, Hotels, Motels	USD	Services	Specialty Eateries	2016-11-02	None	None	None	NASDAQ	5812	198093	SOUTH CAROLINA, U.S.A	None	N
DF	DEAN FOODS CO	242370104,242370203	Food Products	USD	Consumer Goods	Dairy Products	2016-11-08	None	None	None	NYSE	2024	197341	TEXAS, U.S.A	None	N
DFS	Discover Financial Services	254709108	Banking	USD	Financial	Credit Services	2016-10-28	None	None	DC7	NYSE	6141	194076	ILLINOIS, U.S.A	None	N
DFT	DUPONT FABROS TECHNOLOGY, INC.	26613Q106	Real Estate	USD	Financial	REIT - Office	2016-10-28	None	None	None	NYSE	6500	193897	DISTRICT OF COLUMBIA, U.S.A	None	N
DG	DOLLAR GENERAL CORP	256677105	Retail	USD	Services	Discount, Variety Stores	2016-08-26	None	None	None	NYSE	5331	199781	TENNESSEE, U.S.A	None	N
DGX	QUEST DIAGNOSTICS INC	74834L100	Healthcare	USD	Healthcare	Medical Laboratories & Research	2016-10-23	None	None	None	NYSE	8071	196997	NEW JERSEY, U.S.A	None	N
DHI	HORTON D R INC	23331A109	Construction	USD	Industrial Goods	Residential Construction	2016-11-19	None	None	None	NYSE	1531	197856	TEXAS, U.S.A	None	N
DHIL	DIAMOND HILL INVESTMENT GROUP INC	25264R207	Trading	USD	Financial	Asset Management	2016-10-27	None	None	None	NASDAQ	6282	197599	OHIO, U.S.A	None	N
DHR	DANAHER CORP	235851102	Measuring and Control Equipment	USD	Industrial Goods	Diversified Machinery	2016-10-21	None	None	None	NYSE	3823	199122	DISTRICT OF COLUMBIA, U.S.A	None	N
DIS	WALT DISNEY CO	254687106	Communication	USD	Services	Entertainment - Diversified	2016-09-28	None	None	None	NYSE	4841	197197	CALIFORNIA, U.S.A	None	N
DISCA	Discovery Communications, Inc.	25470F104,25470F302	Communication	USD	Services	CATV Systems	2016-11-02	None	None	DISCK	NASDAQ	4841	193488	MARYLAND, U.S.A	None	N
DISH	DISH Network CORP	25470M109	Communication	USD	Services	CATV Systems	2016-11-10	None	None	None	NASDAQ	4841	197196	COLORADO, U.S.A	None	N
DKL	Delek Logistics Partners, LP	24664T103	Shipping Containers	USD	Industrial Goods	Pipelines, except Natural Gas	2016-11-04	None	None	None	NYSE	4610	191851	TENNESSEE, U.S.A	None	N
DKS	DICKS SPORTING GOODS INC	253393102	Retail	USD	Services	Sporting Goods Stores	2016-08-26	None	None	DSG	NYSE	5940	196308	PENNSYLVANIA, U.S.A	None	N
DLA	DELTA APPAREL, INC	247368103	Wholesale	USD	Consumer Goods	Textile - Apparel Footwear & Accessories	2016-08-10	None	None	None	NYSEMKT	5130	196144	SOUTH CAROLINA, U.S.A	None	N
DLB	Dolby Laboratories, Inc.	25659T107	Trading	USD	Technology	Diversified Electronics	2016-11-19	None	None	None	NYSE	6794	194982	CALIFORNIA, U.S.A	None	N
DLPH	Delphi Automotive PLC	G27823106	Automobiles and Trucks	USD	Industrial Goods	Auto Parts	2016-11-03	None	None	None	NYSE	3714	192339	UNITED KINGDOM	None	N
DLR	Digital Realty Trust, Inc.	253868103	Trading	USD	Financial	REIT - Office	2016-11-10	None	None	None	NYSE	6798	195059	CALIFORNIA, U.S.A	None	N
DLTR	DOLLAR TREE INC	256746108	Retail	USD	Services	Discount, Variety Stores	2016-09-03	None	None	None	NASDAQ	5331	197305	VIRGINIA, U.S.A	None	N
DLX	DELUXE CORP	248019101	Printing and Publishing	USD	Services	Business Services	2016-10-29	None	None	None	NYSE	2780	199790	MINNESOTA, U.S.A	None	N
DMLP	DORCHESTER MINERALS, L.P.	25820R105	Coal	USD	Basic Materials	Independent Oil & Gas	2016-11-05	None	None	None	NASDAQ	1311	195591	TEXAS, U.S.A	None	N
DMND	Diamond Foods Inc	252603105	Food Products	USD	Consumer Goods	Processed & Packaged Goods	2016-09-06	None	None	None	DELISTED	2090	194881	CALIFORNIA, U.S.A	NASDAQ	N
DMRC	Digimarc CORP	25381B101	Computers	USD	Technology	Information Technology Services	2016-11-05	None	None	None	NASDAQ	7373	193468	OREGON, U.S.A	None	N
DNB	DUN & BRADSTREET CORP	26483E100	Business Services	USD	Technology	Information & Delivery Services	2016-11-03	None	None	None	NYSE	7320	196028	NEW JERSEY, U.S.A	None	N
DNKN	DUNKIN' BRANDS GROUP, INC.	265504100	Restaraunts, Hotels, Motels	USD	Services	Restaurants	2016-11-03	None	None	None	NASDAQ	5810	194531	MASSACHUSETTS, U.S.A	None	N
DNR	DENBURY RESOURCES INC	247916208	Coal	USD	Basic Materials	Independent Oil & Gas	2016-11-08	None	None	None	NYSE	1311	197249	TEXAS, U.S.A	None	N
DO	DIAMOND OFFSHORE DRILLING INC	25271C102	Coal	USD	Basic Materials	Oil & Gas Drilling & Exploration	2016-11-01	None	None	None	NYSE	1381	197224	TEXAS, U.S.A	None	N
DORM	Dorman Products, Inc.	258278100,025827810	Automobiles and Trucks	USD	Industrial Goods	Auto Parts	2016-10-27	None	None	RAB	NASDAQ	3714	197978	PENNSYLVANIA, U.S.A	None	N
DOV	DOVER Corp	260003108	Machinery	USD	Industrial Goods	Diversified Machinery	2016-10-20	None	None	None	NYSE	3530	199777	ILLINOIS, U.S.A	None	N
DOW	DOW CHEMICAL CO	260543103	Chemicals	USD	Basic Materials	Chemicals - Major Diversified	2016-10-28	None	None	None	NYSE	2821	199776	MICHIGAN, U.S.A	None	N
DPRX	Dipexium Pharmaceuticals, Inc.	25456J104	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-10	None	None	None	NASDAQ	2834	187598	NEW YORK, U.S.A	None	N
DPS	Dr Pepper Snapple Group, Inc.	26138E109	Beer & Liquor	USD	Consumer Goods	Beverages - Soft Drinks	2016-10-28	None	None	None	NYSE	2080	193748	TEXAS, U.S.A	None	N
DPZ	DOMINOS PIZZA INC	25754A201	Wholesale	USD	Services	Restaurants	2016-10-19	None	None	EZV	NYSE	5140	195164	MICHIGAN, U.S.A	None	N
DRAM	DATARAM CORP	238108302	Computers	USD	Technology	Data Storage Devices	2016-09-15	None	None	None	NASDAQ	3572	199796	NEW JERSEY, U.S.A	None	N
DRE	DUKE REALTY CORP	264411505	Trading	USD	Financial	REIT - Industrial	2016-10-29	None	None	None	NYSE	6798	198539	INDIANA, U.S.A	None	N
DRI	DARDEN RESTAURANTS INC	237194105	Restaraunts, Hotels, Motels	USD	Services	Restaurants	2016-10-06	None	None	None	NYSE	5812	197289	FLORIDA, U.S.A	None	N
DRII	Diamond Resorts International, Inc.	25272T104	Restaraunts, Hotels, Motels	USD	Services	Lodging	2016-09-14	None	None	None	DELISTED	7011	191602	NEVADA, U.S.A	NYSE	N
DRQ	DRIL-QUIP INC	262037104	Machinery	USD	Basic Materials	Oil & Gas Equipment & Services	2016-10-28	None	None	None	NYSE	3533	196790	TEXAS, U.S.A	None	N
DSCI	DERMA SCIENCES, INC.	249827502	Medical Equipment	USD	Healthcare	Medical Instruments & Supplies	2016-11-10	None	None	None	NASDAQ	3841	197726	NEW JERSEY, U.S.A	None	N
DSPG	DSP GROUP INC	23332B106	Electronic Equipment	USD	Technology	Semiconductor - Integrated Circuits	2016-11-10	None	None	None	NASDAQ	3674	197519	CALIFORNIA, U.S.A	None	N
DSS	DOCUMENT SECURITY SYSTEMS INC	25614T101	Shipping Containers	USD	Services	Business Services	2016-11-15	None	None	None	NYSEMKT	2650	198576	NEW YORK, U.S.A	None	N
DST	DST SYSTEMS INC	233326107	Business Services	USD	Technology	Business Software & Services	2016-11-04	None	None	None	NYSE	7374	198877	MISSOURI, U.S.A	None	N
DSW	DSW Inc.	23334L102	Retail	USD	Services	Apparel Stores	2016-09-02	None	None	None	NYSE	5661	194889	OHIO, U.S.A	None	N
DTE	DTE ENERGY CO	233331107	Utilities	USD	Utilities	Electric Utilities	2016-10-27	None	None	None	NYSE	4911	197304	MICHIGAN, U.S.A	None	N
DTLK	DATALINK CORP	237934104	Computers	USD	Technology	Data Storage Devices	2016-11-10	None	None	None	NASDAQ	7373	196640	MINNESOTA, U.S.A	None	N
DTRM	DETERMINE, INC.	816288203,250660107,816288104	Business Services	USD	Services	Business Services	2016-11-15	SLTC	2015-11-17	SLTC	NASDAQ	7372	196289	CALIFORNIA, U.S.A	None	N
DUK	Duke Energy CORP	26441C204	Utilities	USD	Utilities	Diversified Utilities	2016-11-05	None	None	None	NYSE	4931	194830	NORTH CAROLINA, U.S.A	None	N
DV	DEVRY EDUCATION GROUP INC.	251893103	Personal Services	USD	Services	Education & Training Services	2016-11-04	None	None	None	NYSE	8200	198754	ILLINOIS, U.S.A	None	N
DVA	DAVITA INC.	23918K108	Healthcare	USD	Healthcare	Specialized Health Services	2016-11-04	None	None	None	NYSE	8090	197383	COLORADO, U.S.A	None	N
DVD	DOVER MOTORSPORTS INC	260174107	Entertainment	USD	Services	Entertainment - Diversified	2016-11-03	None	None	None	NYSE	7900	197041	DELAWARE, U.S.A	None	N
DVN	DEVON ENERGY CORP	25179M103	Coal	USD	Basic Materials	Independent Oil & Gas	2016-11-04	None	None	None	NYSE	1311	196296	OKLAHOMA, U.S.A	None	N
DWA	DreamWorks Animation SKG, Inc.	26153C103	Entertainment	USD	Services	Movie Production, Theaters	2016-09-12	None	None	None	DELISTED	7812	195069	CALIFORNIA, U.S.A	NASDAQ	N
DXYN	DIXIE GROUP INC	255519100	Textiles	USD	Industrial Goods	Textile Industrial	2016-11-05	None	None	None	NASDAQ	2273	199783	GEORGIA, U.S.A	None	N
DYNT	DYNATRONICS CORP	268157401	Medical Equipment	USD	Healthcare	Drug Manufacturers - Major	2016-11-15	None	None	None	NASDAQ	3845	198824	UTAH, U.S.A	None	N
EA	ELECTRONIC ARTS INC.	285512109	Business Services	USD	Technology	Multimedia & Graphics Software	2016-11-09	None	None	None	NASDAQ	7372	198895	CALIFORNIA, U.S.A	None	N
EAC	ERICKSON INC.	29482P100	Aircraft	USD	Industrial Goods	Aerospace/Defense Products & Services	2016-08-16	None	None	None	NASDAQ	3720	192922	OREGON, U.S.A	None	N
EAT	BRINKER INTERNATIONAL INC	109641100	Restaraunts, Hotels, Motels	USD	Services	Restaurants	2016-11-04	None	None	None	NYSE	5812	198947	TEXAS, U.S.A	None	N
EBAY	EBAY INC	278642103	Business Services	USD	Services	Specialty Retail, Other	2016-10-21	None	None	None	NASDAQ	7389	196550	CALIFORNIA, U.S.A	None	N
EBIO	Eleven Biotherapeutics, Inc.	286221106	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-15	None	None	None	NASDAQ	2834	186843	MASSACHUSETTS, U.S.A	None	N
EBTC	ENTERPRISE BANCORP INC	293668109	Banking	USD	Financial	Savings & Loans	2016-11-08	None	None	None	NASDAQ	6022	197030	MASSACHUSETTS, U.S.A	None	N
ECL	ECOLAB INC.	278865100	Consumer Goods	USD	Consumer Goods	Cleaning Products	2016-11-04	None	None	None	NYSE	2840	199760	MINNESOTA, U.S.A	None	N
ECR	Eclipse Resources Corp	27890G100	Coal	USD	Basic Materials	Oil & Gas Drilling & Exploration	2016-11-05	None	None	None	NYSE	1311	187761	PENNSYLVANIA, U.S.A	None	N
ECYT	ENDOCYTE INC	29269A102	Pharmaceutical Products	USD	Healthcare	Biotechnology	2016-11-10	None	None	None	NASDAQ	2834	195395	INDIANA, U.S.A	None	N
ED	CONSOLIDATED EDISON INC	209115104,209111103	Utilities	USD	Utilities	Diversified Utilities	2016-11-04	None	None	None	NYSE	4931	196730	NEW YORK, U.S.A	None	N
EEFT	EURONET WORLDWIDE INC	298736109	Banking	USD	Services	Business Services	2016-10-29	None	None	None	NASDAQ	6099	196931	KANSAS, U.S.A	None	N
EEP	ENBRIDGE ENERGY PARTNERS LP	29250R106	Shipping Containers	USD	Industrial Goods	Pipelines, except Natural Gas	2016-11-01	None	None	None	NYSE	4610	197878	TEXAS, U.S.A	None	N
EFII	ELECTRONICS FOR IMAGING INC	286082102	Computers	USD	Technology	Computer Peripherals	2016-11-02	None	None	None	NASDAQ	3576	197992	CALIFORNIA, U.S.A	None	N
EFX	EQUIFAX INC	294429105	Business Services	USD	Financial	Credit Services	2016-10-30	None	None	None	NYSE	7320	199747	GEORGIA, U.S.A	None	N
EGAS	Gas Natural Inc.	367204104	Utilities	USD	Utilities	Gas Utilities	2016-11-10	None	None	None	NYSEMKT	4924	199671	OHIO, U.S.A	None	N
EGBN	EAGLE BANCORP INC	268948106	Banking	USD	Financial	Regional - Mid-Atlantic Banks	2016-11-11	None	None	None	NASDAQ	6022	196708	MARYLAND, U.S.A	None	N
EGLE	Eagle Bulk Shipping Inc.	Y2187A119,Y2187A127	Shipping Containers	USD	Services	Shipping	2016-11-10	None	None	None	NASDAQ	4412	194871	CONNECTICUT, U.S.A	None	N
EGLT	Egalet Corp	28226B104	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-09	None	None	None	NASDAQ	2834	186595	PENNSYLVANIA, U.S.A	None	N
EGN	ENERGEN CORP	29265N108	Coal	USD	Basic Materials	Independent Oil & Gas	2016-11-09	None	None	None	NYSE	1311	199147	ALABAMA, U.S.A	None	N
EGP	EASTGROUP PROPERTIES INC	277276101	Trading	USD	Financial	REIT - Industrial	2016-10-22	None	None	None	NYSE	6798	199639	MISSISSIPPI, U.S.A	None	N
EIG	Employers Holdings, Inc.	292218104	Insurance	USD	Financial	Accident & Health Insurance	2016-10-29	None	None	None	NYSE	6331	194268	NEVADA, U.S.A	None	N
EIX	EDISON INTERNATIONAL	281020107	Utilities	USD	Utilities	Electric Utilities	2016-11-02	None	None	None	NYSE	4911	198242	CALIFORNIA, U.S.A	None	N
EL	ESTEE LAUDER COMPANIES INC	518439104	Consumer Goods	USD	Consumer Goods	Personal Products	2016-11-04	None	None	None	NYSE	2844	197192	NEW YORK, U.S.A	None	N
ELGX	ENDOLOGIX INC	29266S106	Medical Equipment	USD	Healthcare	Medical Instruments & Supplies	2016-11-09	None	None	None	NASDAQ	3841	197074	CALIFORNIA, U.S.A	None	N
ELS	EQUITY LIFESTYLE PROPERTIES INC	29472R108	Trading	USD	Financial	REIT - Residential	2016-10-28	None	None	None	NYSE	6798	197694	ILLINOIS, U.S.A	None	N
EMC	EMC CORP	268648102	Computers	USD	Technology	Data Storage Devices	2016-09-13	None	None	None	DELISTED	3572	198495	MASSACHUSETTS, U.S.A	NYSE	N
EME	EMCOR GROUP INC	29084Q100	Construction	USD	Industrial Goods	General Contractors	2016-10-28	None	None	None	NYSE	1731	199219	CONNECTICUT, U.S.A	None	N
EMES	Emerge Energy Services LP	29102H108	Non-Metallic and Industrial Metal Mining	USD	Basic Materials	Oil & Gas Pipelines	2016-11-04	None	None	None	NYSE	1400	191806	TEXAS, U.S.A	None	N
EMG	EMERGENT CAPITAL, INC.	452834104,29102N105	Insurance	USD	Financial	Life Insurance	2016-11-08	None	None	IFT	NYSE	6311	192839	FLORIDA, U.S.A	None	N
EMKR	EMCORE CORP	290846203	Electronic Equipment	USD	Technology	Communication Equipment	2016-08-08	None	None	None	NASDAQ	3674	198376	CALIFORNIA, U.S.A	None	N
EMN	EASTMAN CHEMICAL CO	277432100	Chemicals	USD	Basic Materials	Chemicals - Major Diversified	2016-11-05	None	None	None	NYSE	2821	197520	TENNESSEE, U.S.A	None	N
EMR	EMERSON ELECTRIC CO	291011104	Electrical Equipment	USD	Industrial Goods	Industrial Electrical Equipment	2016-11-17	None	None	None	NYSE	3600	199753	MISSOURI, U.S.A	None	N
ENH	ENDURANCE SPECIALTY HOLDINGS LTD	G30397106	Insurance	USD	Financial	Property & Casualty Insurance	2016-11-08	None	None	None	NYSE	6331	195526	BERMUDA	None	N
ENPH	Enphase Energy, Inc.	29355A107	Electronic Equipment	USD	Technology	Semiconductor Equipment & Materials	2016-11-04	None	None	None	NASDAQ	3674	193243	CALIFORNIA, U.S.A	None	N
